Read,Composition,Well,R_squared,Total_Quality_Peaks,Peak_1_Wavelength,Peak_1_Intensity,Peak_1_FWHM,Peak_1_Area,Peak_1_LeftArea,Peak_1_RightArea,Peak_1_Asymmetry,Peak_2_Wavelength,Peak_2_Intensity,Peak_2_FWHM,Peak_2_Area,Peak_2_LeftArea,Peak_2_RightArea,Peak_2_Asymmetry,Peak_3_Wavelength,Peak_3_Intensity,Peak_3_FWHM,Peak_3_Area,Peak_3_LeftArea,Peak_3_RightArea,Peak_3_Asymmetry,Peak_4_Wavelength,Peak_4_Intensity,Peak_4_FWHM,Peak_4_Area,Peak_4_LeftArea,Peak_4_RightArea,Peak_4_Asymmetry,Peak_5_Wavelength,Peak_5_Intensity,Peak_5_FWHM,Peak_5_Area,Peak_5_LeftArea,Peak_5_RightArea,Peak_5_Asymmetry
1,C6,C6,0.9986056967582688,1,491.1918761851541,3070.279022687092,43.76099543882877,143020.1561678321,71886.80705135792,67477.28678228224,-0.0316402894589143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,C6,C6,0.9919332580537642,1,493.7106988760572,8509.535258442615,46.75071050694753,423473.5287192408,213777.7073396612,192576.66022327912,-0.052173789206531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D1,D1,0.9991393824203963,1,485.3538159698795,1505.7489539064702,51.94255110146909,73306.77665023797,25610.1412253909,14724.8054611975,-0.2698735627141125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D1,D1,0.9992786601254026,1,488.11458987848965,5054.525892432736,57.39043358174589,245224.01713263395,75117.22078691181,40334.29642968457,-0.3012773257190866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D2,D2,0.9990213807496252,1,490.1167765144291,3707.396113367162,40.11506577201528,158310.13129311896,80320.1339594314,74067.57676576641,-0.0404990602185573,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D2,D2,0.9948288648072828,1,493.0633670021811,10030.62881669614,43.44937499873985,463920.8628582247,241912.5308071741,205607.3033780443,-0.0811254041851112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D3,D3,0.999341099080744,1,508.22642019141097,1436.998687507071,65.09258741556951,71925.3664666541,20511.33277416589,9705.599655139302,-0.3576052315802546,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D3,D3,0.9979320623563576,1,501.24798052762975,5951.216966744281,51.1449078730031,243714.34398454448,40436.21538658089,33443.14231911986,-0.0946553040609531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,D5,D5,0.9959164613044112,1,473.74616781195886,1580.6507685734664,42.87219123041469,72134.63160997233,32583.537577608084,37487.27734347099,0.0699826278798955,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,D5,D5,0.9986157612883908,1,477.4477098677585,5613.20616281007,43.60296459929986,260530.88924422613,125442.20407188935,128240.82003956693,0.0110319402627743,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,E1,E1,0.9990111576663746,1,487.9736325581529,3132.3370350396867,43.66807195594839,145601.1190310917,69958.33361037301,71886.44923825584,0.0135931374362949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E1,E1,0.9924756588646289,1,491.55344953903904,8630.62284579464,45.09695877781388,414306.3635366032,211753.6787824358,185280.81055981168,-0.0666764951993988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,E2,E2,0.9985911946005166,1,475.9244864114434,3542.3350561883017,41.43530083274853,135799.06721578582,32324.89407349477,20230.426149758463,-0.2301283271105458,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E2,E2,0.9862552553945432,1,479.7064401219312,8761.853741599602,53.206797700245794,496244.07087597065,219562.89811499495,255158.35750938256,0.074981810847232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,E3,E3,0.9990402651666188,1,485.7389396642302,3084.774284452805,46.52967063578488,152786.71040379666,71718.01574429192,74107.18546193208,0.016383791675771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E3,E3,0.9979909509292306,1,485.9652152810042,8265.159545799155,48.930917301415136,430493.7087270026,202275.54032492265,207633.05204196207,0.013070015649353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,E5,E5,0.998270992360805,1,486.0718218477372,4048.3528986774672,44.650198202188086,192412.8022372404,91174.66459528833,89619.98216867709,-0.0085991618360301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,E5,E5,0.9964743440129704,1,486.9320851762325,10287.864734824549,47.585975225303926,521118.4264230058,243872.31002621635,246429.7268663068,0.0052160028873203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
