initial_peak_positions,final_peak_positions,initial_peak_intensities,final_peak_intensities,initial_peak_fwhm,initial_left_area,initial_right_area,composition_number,iteration
488.4750276827671,474.7932168771815,2879.892582051644,1613.302094458552,77.15401998877626,19061.94101046777,17224.635854959095,1,3
479.78910630941823,482.0322842374487,3125.2463112993128,12954.693678021593,51.24950720672639,39509.84681287003,36183.525527111815,2,3
488.9004980646289,493.02078285478615,1928.9488840438112,7337.907022838935,52.891412594862125,50873.398176723655,54311.00373845296,3,3
497.42671767561086,502.765471885976,1284.0435457613144,4443.461125100516,48.19959642311627,9818.752742149272,8698.942561435995,4,3
487.9947569761755,490.899999939641,2621.260941999264,7081.42656971223,47.16464334825357,61332.01375313995,66870.64266177246,5,3
484.8092337715238,488.6962719425067,1018.5539994286715,3430.31051659912,49.0226801324649,15363.903083184396,10829.33033784636,6,3
476.4328817107225,475.7647498748276,2733.668419023747,7183.175062092539,39.85204814213193,55958.60228045282,57230.75521921898,7,3
486.0666890619348,488.13517563923074,1991.8423315646628,9184.198209109203,54.062291331644914,53292.10546358033,57388.43512730047,8,3
485.9272207423561,486.73594986264686,2352.7098743512715,7569.553434111138,47.50509165670257,56592.56640005931,59204.92758300011,9,3
485.9720975760652,490.1102086292975,1449.6533956519688,4710.176751672936,49.57912322127503,21081.655711309068,14474.0270063957,10,3
509.8873762867935,509.8594077535843,605.6415543261072,2878.2551116928894,35.658317406850635,11069.83651873069,10466.51645050065,11,3
482.33244198692574,488.3327248713066,24.636244200463366,82.94290964316154,68.81088298174417,108.80389713352268,120.73506577748664,12,3
697.4092036336262,506.7067995215348,1080.3125020491088,6025.5766134464,51.8122305237964,11982.511421562704,9832.9950380335,13,3
484.3615614940964,487.7355289567688,1285.7460638111954,5195.649823563879,54.960351135443865,34918.58968450282,37729.51070676648,14,3
491.1918761851541,493.7106988760572,3070.279022687092,8509.535258442615,43.76099543882877,71886.80705135792,67477.28678228224,15,3
485.3538159698795,488.11458987848965,1505.7489539064702,5054.525892432736,51.94255110146909,25610.1412253909,14724.8054611975,16,3
490.1167765144291,493.0633670021811,3707.396113367162,10030.62881669614,40.11506577201528,80320.1339594314,74067.57676576641,17,3
508.22642019141097,501.24798052762975,1436.998687507071,5951.216966744281,65.09258741556951,20511.33277416589,9705.599655139302,18,3
473.74616781195886,477.4477098677585,1580.6507685734664,5613.20616281007,42.87219123041469,32583.537577608084,37487.27734347099,19,3
487.9736325581529,491.55344953903904,3132.3370350396867,8630.62284579464,43.66807195594839,69958.33361037301,71886.44923825584,20,3
475.9244864114434,479.7064401219312,3542.3350561883017,8761.853741599602,41.43530083274853,32324.89407349477,20230.426149758463,21,3
485.7389396642302,485.9652152810042,3084.774284452805,8265.159545799155,46.52967063578488,71718.01574429192,74107.18546193208,22,3
486.0718218477372,486.9320851762325,4048.3528986774672,10287.864734824549,44.650198202188086,91174.66459528833,89619.98216867709,23,3
